Data,Valoare EUR (lei),Variatie (lei),Variatie (%)
22 Oct. 2021,4.9467,-0.0003,-0.01%
21 Oct. 2021,4.947,-0.0018,-0.04%
20 Oct. 2021,4.9488,-0.0002,0.00%
19 Oct. 2021,4.949,0.0009,0.02%
18 Oct. 2021,4.9481,-0.0003,-0.01%
15 Oct. 2021,4.9484,-0.0004,-0.01%
14 Oct. 2021,4.9488,-0.0002,0.00%
13 Oct. 2021,4.949,0.0005,0.01%
12 Oct. 2021,4.9485,-0.0001,0.00%
11 Oct. 2021,4.9486,0.0016,0.03%
8 Oct. 2021,4.947,-0.0005,-0.01%
7 Oct. 2021,4.9475,-0.0008,-0.02%
6 Oct. 2021,4.9483,-0.0002,0.00%
5 Oct. 2021,4.9485,0.0016,0.03%
4 Oct. 2021,4.9469,-0.001,-0.02%
1 Oct. 2021,4.9479,0.0008,0.02%
30 Sept. 2021,4.9471,-0.0009,-0.02%
29 Sept. 2021,4.948,-0.0001,0.00%
28 Sept. 2021,4.9481,-0.0007,-0.01%
27 Sept. 2021,4.9488,-0.0003,-0.01%
24 Sept. 2021,4.9491,0.0001,0.00%
23 Sept. 2021,4.949,-0.0005,-0.01%
22 Sept. 2021,4.9495,0.001,0.02%
21 Sept. 2021,4.9485,0.0004,0.01%
20 Sept. 2021,4.9481,0.0008,0.02%
17 Sept. 2021,4.9473,-0.0009,-0.02%
16 Sept. 2021,4.9482,0.0001,0.00%
15 Sept. 2021,4.9481,0.0006,0.01%
14 Sept. 2021,4.9475,0.0031,0.06%
13 Sept. 2021,4.9444,0.0012,0.02%
10 Sept. 2021,4.9432,-0.005,-0.10%
9 Sept. 2021,4.9482,0.0003,0.01%
8 Sept. 2021,4.9479,-0.0009,-0.02%
7 Sept. 2021,4.9488,0.0013,0.03%
6 Sept. 2021,4.9475,0.0059,0.12%
3 Sept. 2021,4.9416,0.003,0.06%
2 Sept. 2021,4.9386,0.0041,0.08%
1 Sept. 2021,4.9345,-0.0003,-0.01%
31 Aug. 2021,4.9348,-0.0001,0.00%
30 Aug. 2021,4.9349,0.0015,0.03%
27 Aug. 2021,4.9334,0.0028,0.06%
26 Aug. 2021,4.9306,0.0022,0.04%
25 Aug. 2021,4.9284,-0.0002,0.00%
24 Aug. 2021,4.9286,-0.0049,-0.10%
23 Aug. 2021,4.9335,-0.0003,-0.01%
20 Aug. 2021,4.9338,0.006,0.12%
19 Aug. 2021,4.9278,0.0019,0.04%
18 Aug. 2021,4.9259,0.0027,0.05%
17 Aug. 2021,4.9232,0.0112,0.23%
16 Aug. 2021,4.912,0.0002,0.00%
13 Aug. 2021,4.9118,-0.003,-0.06%
12 Aug. 2021,4.9148,-0.001,-0.02%
11 Aug. 2021,4.9158,-0.0003,-0.01%
10 Aug. 2021,4.9161,0.003,0.06%
9 Aug. 2021,4.9131,-0.0014,-0.03%
6 Aug. 2021,4.9145,-0.0031,-0.06%
5 Aug. 2021,4.9176,-0.0008,-0.02%
4 Aug. 2021,4.9184,0.0001,0.00%
3 Aug. 2021,4.9183,0.0012,0.02%
2 Aug. 2021,4.9171,-0.0027,-0.05%
30 Iul. 2021,4.9198,-0.0011,-0.02%
29 Iul. 2021,4.9209,0.0012,0.02%
28 Iul. 2021,4.9197,0.0003,0.01%
27 Iul. 2021,4.9194,-0.0014,-0.03%
26 Iul. 2021,4.9208,-0.0011,-0.02%
23 Iul. 2021,4.9219,-0.0022,-0.04%
22 Iul. 2021,4.9241,-0.0006,-0.01%
21 Iul. 2021,4.9247,-0.0006,-0.01%
20 Iul. 2021,4.9253,-0.0009,-0.02%
19 Iul. 2021,4.9262,-0.0012,-0.02%
16 Iul. 2021,4.9274,-0.0003,-0.01%
15 Iul. 2021,4.9277,-0.0006,-0.01%
14 Iul. 2021,4.9283,0.0005,0.01%
13 Iul. 2021,4.9278,0.0003,0.01%
12 Iul. 2021,4.9275,-0.0006,-0.01%
9 Iul. 2021,4.9281,0.0013,0.03%
8 Iul. 2021,4.9268,-0.0002,0.00%
7 Iul. 2021,4.927,0.0005,0.01%
6 Iul. 2021,4.9265,-0.0001,0.00%
5 Iul. 2021,4.9266,-0.0003,-0.01%
2 Iul. 2021,4.9269,0.0008,0.02%
1 Iul. 2021,4.9261,-0.0006,-0.01%
30 Iun. 2021,4.9267,0.0005,0.01%
29 Iun. 2021,4.9262,0.0002,0.00%
28 Iun. 2021,4.926,0.0006,0.01%
25 Iun. 2021,4.9254,0.0012,0.02%
24 Iun. 2021,4.9242,-0.0017,-0.03%
23 Iun. 2021,4.9259,0.0006,0.01%
22 Iun. 2021,4.9253,0.0003,0.01%
18 Iun. 2021,4.925,0.0008,0.02%
17 Iun. 2021,4.9242,0.0001,0.00%
16 Iun. 2021,4.9241,-0.0002,0.00%
15 Iun. 2021,4.9243,0.0055,0.11%
14 Iun. 2021,4.9188,-0.0014,-0.03%
11 Iun. 2021,4.9202,-0.0016,-0.03%
10 Iun. 2021,4.9218,-0.0014,-0.03%
9 Iun. 2021,4.9232,0.0003,0.01%
8 Iun. 2021,4.9229,-0.0001,0.00%
7 Iun. 2021,4.923,0.0002,0.00%
4 Iun. 2021,4.9228,0.0001,0.00%
3 Iun. 2021,4.9227,0.003,0.06%
2 Iun. 2021,4.9197,-0.0001,0.00%
31 Mai 2021,4.9198,0.0008,0.02%
28 Mai 2021,4.919,0.003,0.06%
27 Mai 2021,4.916,-0.0065,-0.13%
26 Mai 2021,4.9225,-0.0021,-0.04%
25 Mai 2021,4.9246,-0.0015,-0.03%
24 Mai 2021,4.9261,-0.0007,-0.01%
21 Mai 2021,4.9268,0.0003,0.01%
20 Mai 2021,4.9265,-0.0002,0.00%
19 Mai 2021,4.9267,-0.0001,0.00%
18 Mai 2021,4.9268,0.0012,0.02%
17 Mai 2021,4.9256,0.0003,0.01%
14 Mai 2021,4.9253,-0.0012,-0.02%
13 Mai 2021,4.9265,0.0002,0.00%
12 Mai 2021,4.9263,-0.0002,0.00%
11 Mai 2021,4.9265,0.0006,0.01%
10 Mai 2021,4.9259,-0.0003,-0.01%
7 Mai 2021,4.9262,-0.0004,-0.01%
6 Mai 2021,4.9266,0.0012,0.02%
5 Mai 2021,4.9254,-0.0002,0.00%
4 Mai 2021,4.9256,0.0009,0.02%
29 Apr. 2021,4.9247,-0.0023,-0.05%
28 Apr. 2021,4.927,0.001,0.02%
27 Apr. 2021,4.926,0.0022,0.04%
26 Apr. 2021,4.9238,-0.0019,-0.04%
23 Apr. 2021,4.9257,0.0002,0.00%
22 Apr. 2021,4.9255,-0.0005,-0.01%
21 Apr. 2021,4.926,-0.0019,-0.04%
20 Apr. 2021,4.9279,0.0018,0.04%
19 Apr. 2021,4.9261,0.0018,0.04%
16 Apr. 2021,4.9243,-0.0002,0.00%
15 Apr. 2021,4.9245,0.0019,0.04%
14 Apr. 2021,4.9226,0.0001,0.00%
13 Apr. 2021,4.9225,0.002,0.04%
12 Apr. 2021,4.9205,-0.0007,-0.01%
9 Apr. 2021,4.9212,-0.0016,-0.03%
8 Apr. 2021,4.9228,0.006,0.12%
7 Apr. 2021,4.9168,-0.0002,0.00%
6 Apr. 2021,4.917,0.0009,0.02%
5 Apr. 2021,4.9161,0.0055,0.11%
2 Apr. 2021,4.9106,-0.0011,-0.02%
1 Apr. 2021,4.9117,-0.0134,-0.27%
31 Mart. 2021,4.9251,0.0095,0.19%
30 Mart. 2021,4.9156,0.0184,0.38%
29 Mart. 2021,4.8972,0.0103,0.21%
26 Mart. 2021,4.8869,0.0005,0.01%
25 Mart. 2021,4.8864,-0.0022,-0.05%
24 Mart. 2021,4.8886,-0.0002,0.00%
23 Mart. 2021,4.8888,0.0038,0.08%
22 Mart. 2021,4.885,-0.0008,-0.02%
19 Mart. 2021,4.8858,-0.0018,-0.04%
18 Mart. 2021,4.8876,-0.0003,-0.01%
17 Mart. 2021,4.8879,0.0018,0.04%
16 Mart. 2021,4.8861,0.0015,0.03%
15 Mart. 2021,4.8846,-0.0008,-0.02%
12 Mart. 2021,4.8854,0,0%
11 Mart. 2021,4.8854,-0.0009,-0.02%
10 Mart. 2021,4.8863,0.0014,0.03%
9 Mart. 2021,4.8849,0.0011,0.02%
8 Mart. 2021,4.8838,0.0007,0.01%
5 Mart. 2021,4.8831,0.0047,0.10%
4 Mart. 2021,4.8784,0.0016,0.03%
3 Mart. 2021,4.8768,0.0021,0.04%
2 Mart. 2021,4.8747,0.0003,0.01%
1 Mart. 2021,4.8744,-0.0001,0.00%
26 Feb. 2021,4.8745,0.002,0.04%
25 Feb. 2021,4.8725,-0.0018,-0.04%
24 Feb. 2021,4.8743,-0.0002,0.00%
23 Feb. 2021,4.8745,-0.0001,0.00%
22 Feb. 2021,4.8746,-0.0001,0.00%
19 Feb. 2021,4.8747,-0.0001,0.00%
18 Feb. 2021,4.8748,0.0002,0.00%
17 Feb. 2021,4.8746,-0.0001,0.00%
16 Feb. 2021,4.8747,0.0002,0.00%
15 Feb. 2021,4.8745,0.0002,0.00%
12 Feb. 2021,4.8743,0.0002,0.00%
11 Feb. 2021,4.8741,-0.0003,-0.01%
10 Feb. 2021,4.8744,-0.0001,0.00%
9 Feb. 2021,4.8745,0.0005,0.01%
8 Feb. 2021,4.874,-0.0004,-0.01%
5 Feb. 2021,4.8744,0.0002,0.00%
4 Feb. 2021,4.8742,0.0029,0.06%
3 Feb. 2021,4.8713,-0.0026,-0.05%
2 Feb. 2021,4.8739,0.0011,0.02%
1 Feb. 2021,4.8728,-0.0015,-0.03%
29 Ian. 2021,4.8743,0.0001,0.00%
28 Ian. 2021,4.8742,-0.0003,-0.01%
27 Ian. 2021,4.8745,-0.0001,0.00%
26 Ian. 2021,4.8746,0.0002,0.00%
25 Ian. 2021,4.8744,0.0004,0.01%
22 Ian. 2021,4.874,0.0002,0.00%
21 Ian. 2021,4.8738,-0.0003,-0.01%
20 Ian. 2021,4.8741,-0.0001,0.00%
19 Ian. 2021,4.8742,0.0002,0.00%
18 Ian. 2021,4.874,0.0003,0.01%
15 Ian. 2021,4.8737,0.0009,0.02%
14 Ian. 2021,4.8728,-0.001,-0.02%
13 Ian. 2021,4.8738,0.0023,0.05%
12 Ian. 2021,4.8715,0.0006,0.01%
11 Ian. 2021,4.8709,0.0005,0.01%
8 Ian. 2021,4.8704,0.0003,0.01%
7 Ian. 2021,4.8701,0.0001,0.00%
6 Ian. 2021,4.87,-0.001,-0.02%
5 Ian. 2021,4.871,0.0019,0.04%
4 Ian. 2021,4.8691,-0.0003,-0.01%
31 Dec. 2020,4.8694,-0.005,-0.10%
30 Dec. 2020,4.8744,0.0001,0.00%
29 Dec. 2020,4.8743,0.0008,0.02%
28 Dec. 2020,4.8735,0.0015,0.03%
24 Dec. 2020,4.872,0.0015,0.03%
23 Dec. 2020,4.8705,0.0056,0.12%
22 Dec. 2020,4.8649,-0.0014,-0.03%
21 Dec. 2020,4.8663,-0.0014,-0.03%
18 Dec. 2020,4.8677,-0.002,-0.04%
17 Dec. 2020,4.8697,0.0013,0.03%
16 Dec. 2020,4.8684,-0.0002,0.00%
15 Dec. 2020,4.8686,-0.0044,-0.09%
14 Dec. 2020,4.873,0.0037,0.08%
11 Dec. 2020,4.8693,0.0001,0.00%
10 Dec. 2020,4.8692,0.0012,0.02%
9 Dec. 2020,4.868,-0.0055,-0.11%
8 Dec. 2020,4.8735,0.0002,0.00%
7 Dec. 2020,4.8733,0.0008,0.02%
4 Dec. 2020,4.8725,-0.0011,-0.02%
3 Dec. 2020,4.8736,0.0015,0.03%
2 Dec. 2020,4.8721,-0.0014,-0.03%
27 Nov. 2020,4.8735,-0.0003,-0.01%
26 Nov. 2020,4.8738,0.0008,0.02%
25 Nov. 2020,4.873,0.0027,0.06%
24 Nov. 2020,4.8703,-0.0029,-0.06%
23 Nov. 2020,4.8732,0.0002,0.00%
20 Nov. 2020,4.873,0.0001,0.00%
19 Nov. 2020,4.8729,0.0004,0.01%
18 Nov. 2020,4.8725,-0.0004,-0.01%
17 Nov. 2020,4.8729,0.0014,0.03%
16 Nov. 2020,4.8715,0.0025,0.05%
13 Nov. 2020,4.869,0.0004,0.01%
12 Nov. 2020,4.8686,0.0008,0.02%
11 Nov. 2020,4.8678,0.0011,0.02%
10 Nov. 2020,4.8667,-0.0007,-0.01%
9 Nov. 2020,4.8674,0.0006,0.01%
6 Nov. 2020,4.8668,0.0011,0.02%
5 Nov. 2020,4.8657,-0.0015,-0.03%
4 Nov. 2020,4.8672,-0.0003,-0.01%
3 Nov. 2020,4.8675,0.0032,0.07%
2 Nov. 2020,4.8643,-0.01,-0.21%
30 Oct. 2020,4.8743,-0.0004,-0.01%
29 Oct. 2020,4.8747,0.0001,0.00%
28 Oct. 2020,4.8746,0.0005,0.01%
27 Oct. 2020,4.8741,0.001,0.02%
26 Oct. 2020,4.8731,-0.0013,-0.03%
23 Oct. 2020,4.8744,0.0014,0.03%
22 Oct. 2020,4.873,-0.0007,-0.01%
21 Oct. 2020,4.8737,-0.0001,0.00%
20 Oct. 2020,4.8738,-0.0008,-0.02%
19 Oct. 2020,4.8746,0.0009,0.02%
16 Oct. 2020,4.8737,0.0001,0.00%
15 Oct. 2020,4.8736,0.0002,0.00%
14 Oct. 2020,4.8734,-0.0005,-0.01%
13 Oct. 2020,4.8739,0.0021,0.04%
12 Oct. 2020,4.8718,-0.0002,0.00%
9 Oct. 2020,4.872,-0.0021,-0.04%
8 Oct. 2020,4.8741,0.0012,0.02%
7 Oct. 2020,4.8729,-0.0013,-0.03%
6 Oct. 2020,4.8742,0.0047,0.10%
5 Oct. 2020,4.8695,-0.0023,-0.05%
2 Oct. 2020,4.8718,-0.0003,-0.01%
1 Oct. 2020,4.8721,0.0023,0.05%
30 Sept. 2020,4.8698,-0.004,-0.08%
29 Sept. 2020,4.8738,0.0033,0.07%
28 Sept. 2020,4.8705,-0.0045,-0.09%
25 Sept. 2020,4.875,0.0028,0.06%
24 Sept. 2020,4.8722,0.0081,0.17%
23 Sept. 2020,4.8641,0.0051,0.11%
22 Sept. 2020,4.859,0.0007,0.01%
21 Sept. 2020,4.8583,0.0001,0.00%
18 Sept. 2020,4.8582,-0.0013,-0.03%
17 Sept. 2020,4.8595,0.0009,0.02%
16 Sept. 2020,4.8586,0.0019,0.04%
15 Sept. 2020,4.8567,-0.0006,-0.01%
14 Sept. 2020,4.8573,0.0006,0.01%
11 Sept. 2020,4.8567,-0.0006,-0.01%
10 Sept. 2020,4.8573,-0.0017,-0.04%
9 Sept. 2020,4.859,0.0045,0.09%
8 Sept. 2020,4.8545,-0.0007,-0.01%
7 Sept. 2020,4.8552,0.006,0.12%
4 Sept. 2020,4.8492,0.005,0.10%
3 Sept. 2020,4.8442,0.0033,0.07%
2 Sept. 2020,4.8409,0.0016,0.03%
1 Sept. 2020,4.8393,-0.0011,-0.02%
31 Aug. 2020,4.8404,0.0017,0.04%
28 Aug. 2020,4.8387,-0.0037,-0.08%
27 Aug. 2020,4.8424,0.002,0.04%
26 Aug. 2020,4.8404,0.0012,0.02%
25 Aug. 2020,4.8392,-0.001,-0.02%
24 Aug. 2020,4.8402,0.0002,0.00%
21 Aug. 2020,4.84,0.0004,0.01%
20 Aug. 2020,4.8396,0.0006,0.01%
19 Aug. 2020,4.839,0.0041,0.08%
18 Aug. 2020,4.8349,0.0005,0.01%
17 Aug. 2020,4.8344,-0.0014,-0.03%
14 Aug. 2020,4.8358,0.0014,0.03%
13 Aug. 2020,4.8344,-0.0013,-0.03%
12 Aug. 2020,4.8357,0.001,0.02%
11 Aug. 2020,4.8347,-0.0012,-0.02%
10 Aug. 2020,4.8359,-0.0016,-0.03%
7 Aug. 2020,4.8375,0.0016,0.03%
6 Aug. 2020,4.8359,0.0023,0.05%
5 Aug. 2020,4.8336,-0.0005,-0.01%
4 Aug. 2020,4.8341,-0.001,-0.02%
3 Aug. 2020,4.8351,0.0035,0.07%
31 Iul. 2020,4.8316,-0.0005,-0.01%
30 Iul. 2020,4.8321,-0.0021,-0.04%
29 Iul. 2020,4.8342,0.0007,0.01%
28 Iul. 2020,4.8335,0.0059,0.12%
27 Iul. 2020,4.8276,-0.0064,-0.13%
24 Iul. 2020,4.834,-0.0013,-0.03%
23 Iul. 2020,4.8353,-0.0048,-0.10%
22 Iul. 2020,4.8401,-0.0016,-0.03%
21 Iul. 2020,4.8417,-0.001,-0.02%
20 Iul. 2020,4.8427,-0.0001,0.00%
17 Iul. 2020,4.8428,-0.0001,0.00%
16 Iul. 2020,4.8429,-0.0004,-0.01%
15 Iul. 2020,4.8433,0.0003,0.01%
14 Iul. 2020,4.843,0.0007,0.01%
13 Iul. 2020,4.8423,0.0005,0.01%
10 Iul. 2020,4.8418,0.001,0.02%
9 Iul. 2020,4.8408,0.0002,0.00%
8 Iul. 2020,4.8406,0.0009,0.02%
7 Iul. 2020,4.8397,0.0032,0.07%
6 Iul. 2020,4.8365,-0.0013,-0.03%
3 Iul. 2020,4.8378,0.0059,0.12%
2 Iul. 2020,4.8319,-0.0053,-0.11%
1 Iul. 2020,4.8372,-0.0051,-0.11%
30 Iun. 2020,4.8423,-0.0016,-0.03%
29 Iun. 2020,4.8439,0.0018,0.04%
26 Iun. 2020,4.8421,-0.0001,0.00%
25 Iun. 2020,4.8422,-0.001,-0.02%
24 Iun. 2020,4.8432,0.0004,0.01%
23 Iun. 2020,4.8428,0.0013,0.03%
22 Iun. 2020,4.8415,-0.0006,-0.01%
19 Iun. 2020,4.8421,0.0027,0.06%
18 Iun. 2020,4.8394,0.0044,0.09%
17 Iun. 2020,4.835,-0.001,-0.02%
16 Iun. 2020,4.836,0.0023,0.05%
15 Iun. 2020,4.8337,-0.0003,-0.01%
12 Iun. 2020,4.834,-0.0018,-0.04%
11 Iun. 2020,4.8358,0.002,0.04%
10 Iun. 2020,4.8338,-0.0039,-0.08%
9 Iun. 2020,4.8377,-0.0016,-0.03%
5 Iun. 2020,4.8393,0.0006,0.01%
4 Iun. 2020,4.8387,-0.0011,-0.02%
3 Iun. 2020,4.8398,-0.0021,-0.04%
2 Iun. 2020,4.8419,-0.0007,-0.01%
29 Mai 2020,4.8426,0.0005,0.01%
28 Mai 2020,4.8421,-0.0011,-0.02%
27 Mai 2020,4.8432,0.0017,0.04%
26 Mai 2020,4.8415,0.0019,0.04%
25 Mai 2020,4.8396,-0.0026,-0.05%
22 Mai 2020,4.8422,-0.0003,-0.01%
21 Mai 2020,4.8425,0.0004,0.01%
20 Mai 2020,4.8421,0.0026,0.05%
19 Mai 2020,4.8395,0.0003,0.01%
18 Mai 2020,4.8392,0.0002,0.00%
15 Mai 2020,4.839,0.0014,0.03%
14 Mai 2020,4.8376,0.0027,0.06%
13 Mai 2020,4.8349,0.0052,0.11%
12 Mai 2020,4.8297,0.0002,0.00%
11 Mai 2020,4.8295,0.0017,0.04%
8 Mai 2020,4.8278,0.0036,0.07%
7 Mai 2020,4.8242,-0.0016,-0.03%
6 Mai 2020,4.8258,-0.0032,-0.07%
5 Mai 2020,4.829,-0.0097,-0.20%
4 Mai 2020,4.8387,-0.0034,-0.07%
30 Apr. 2020,4.8421,-0.0004,-0.01%
29 Apr. 2020,4.8425,-0.0011,-0.02%
28 Apr. 2020,4.8436,0.0076,0.16%
27 Apr. 2020,4.836,-0.0052,-0.11%
24 Apr. 2020,4.8412,-0.0002,0.00%
23 Apr. 2020,4.8414,0.0032,0.07%
22 Apr. 2020,4.8382,0.0037,0.08%
21 Apr. 2020,4.8345,-0.0015,-0.03%
16 Apr. 2020,4.836,0.0015,0.03%
15 Apr. 2020,4.8345,0.0018,0.04%
14 Apr. 2020,4.8327,0.003,0.06%
13 Apr. 2020,4.8297,0.002,0.04%
10 Apr. 2020,4.8277,-0.0001,0.00%
9 Apr. 2020,4.8278,-0.006,-0.12%
8 Apr. 2020,4.8338,0.0024,0.05%
7 Apr. 2020,4.8314,0.0034,0.07%
6 Apr. 2020,4.828,-0.0006,-0.01%
3 Apr. 2020,4.8286,-0.0002,0.00%
2 Apr. 2020,4.8288,0.0042,0.09%
1 Apr. 2020,4.8246,-0.0008,-0.02%
31 Mart. 2020,4.8254,-0.0043,-0.09%
30 Mart. 2020,4.8297,-0.0035,-0.07%
27 Mart. 2020,4.8332,-0.0013,-0.03%
26 Mart. 2020,4.8345,-0.0022,-0.05%
25 Mart. 2020,4.8367,-0.0078,-0.16%
24 Mart. 2020,4.8445,0.0002,0.00%
23 Mart. 2020,4.8443,-0.0001,0.00%
20 Mart. 2020,4.8444,0.0004,0.01%
19 Mart. 2020,4.844,0.0002,0.00%
18 Mart. 2020,4.8438,-0.001,-0.02%
17 Mart. 2020,4.8448,0.0206,0.43%
16 Mart. 2020,4.8242,0.0068,0.14%
13 Mart. 2020,4.8174,0.0017,0.04%
12 Mart. 2020,4.8157,-0.001,-0.02%
11 Mart. 2020,4.8167,-0.0003,-0.01%
10 Mart. 2020,4.817,-0.0014,-0.03%
9 Mart. 2020,4.8184,0.0074,0.15%
6 Mart. 2020,4.811,0.0024,0.05%
5 Mart. 2020,4.8086,0.0029,0.06%
4 Mart. 2020,4.8057,-0.0017,-0.04%
3 Mart. 2020,4.8074,-0.0029,-0.06%
2 Mart. 2020,4.8103,-0.0024,-0.05%
28 Feb. 2020,4.8127,0.0059,0.12%
27 Feb. 2020,4.8068,-0.0006,-0.01%
26 Feb. 2020,4.8074,-0.0005,-0.01%
25 Feb. 2020,4.8079,0.0055,0.11%
24 Feb. 2020,4.8024,-0.0002,0.00%
21 Feb. 2020,4.8026,0.0192,0.40%
20 Feb. 2020,4.7834,0.0045,0.09%
19 Feb. 2020,4.7789,-0.0011,-0.02%
18 Feb. 2020,4.78,0.0052,0.11%
17 Feb. 2020,4.7748,0.0054,0.11%
14 Feb. 2020,4.7694,0.0048,0.10%
13 Feb. 2020,4.7646,-0.0016,-0.03%
12 Feb. 2020,4.7662,-0.0034,-0.07%
11 Feb. 2020,4.7696,0.0028,0.06%
10 Feb. 2020,4.7668,0.0026,0.05%
7 Feb. 2020,4.7642,-0.0009,-0.02%
6 Feb. 2020,4.7651,-0.0117,-0.24%
5 Feb. 2020,4.7768,-0.0011,-0.02%
4 Feb. 2020,4.7779,-0.0009,-0.02%
3 Feb. 2020,4.7788,0.0009,0.02%
31 Ian. 2020,4.7779,-0.0011,-0.02%
30 Ian. 2020,4.779,0.0021,0.04%
29 Ian. 2020,4.7769,-0.0018,-0.04%
28 Ian. 2020,4.7787,-0.0011,-0.02%
27 Ian. 2020,4.7798,0.0008,0.02%
23 Ian. 2020,4.779,0.0004,0.01%
22 Ian. 2020,4.7786,-0.0004,-0.01%
21 Ian. 2020,4.779,0.0002,0.00%
20 Ian. 2020,4.7788,-0.0004,-0.01%
17 Ian. 2020,4.7792,-0.0003,-0.01%
16 Ian. 2020,4.7795,-0.0003,-0.01%
15 Ian. 2020,4.7798,0.0004,0.01%
14 Ian. 2020,4.7794,0.0003,0.01%
13 Ian. 2020,4.7791,-0.0004,-0.01%
10 Ian. 2020,4.7795,0.0021,0.04%
9 Ian. 2020,4.7774,-0.0002,0.00%
8 Ian. 2020,4.7776,0.0026,0.05%
7 Ian. 2020,4.775,-0.001,-0.02%
6 Ian. 2020,4.776,-0.0029,-0.06%
3 Ian. 2020,4.7789,-0.0004,-0.01%
31 Dec. 2019,4.7793,0.0008,0.02%
30 Dec. 2019,4.7785,-0.0014,-0.03%
27 Dec. 2019,4.7799,0.0005,0.01%
24 Dec. 2019,4.7794,0.0078,0.16%
23 Dec. 2019,4.7716,-0.002,-0.04%
20 Dec. 2019,4.7736,-0.0004,-0.01%
19 Dec. 2019,4.774,-0.0033,-0.07%
18 Dec. 2019,4.7773,0.0004,0.01%
17 Dec. 2019,4.7769,-0.0012,-0.03%
16 Dec. 2019,4.7781,-0.0005,-0.01%
13 Dec. 2019,4.7786,-0.0005,-0.01%
12 Dec. 2019,4.7791,-0.0003,-0.01%
11 Dec. 2019,4.7794,0.0007,0.01%
10 Dec. 2019,4.7787,0.001,0.02%
9 Dec. 2019,4.7777,-0.0008,-0.02%
6 Dec. 2019,4.7785,0.0021,0.04%
5 Dec. 2019,4.7764,0.002,0.04%
4 Dec. 2019,4.7744,-0.0018,-0.04%
3 Dec. 2019,4.7762,-0.0015,-0.03%
2 Dec. 2019,4.7777,-0.0004,-0.01%
29 Nov. 2019,4.7781,-0.0007,-0.01%
28 Nov. 2019,4.7788,-0.0004,-0.01%
27 Nov. 2019,4.7792,0.0027,0.06%
26 Nov. 2019,4.7765,0.0043,0.09%
25 Nov. 2019,4.7722,-0.0007,-0.01%
22 Nov. 2019,4.7729,-0.0079,-0.17%
21 Nov. 2019,4.7808,0.0032,0.07%
20 Nov. 2019,4.7776,0.0017,0.04%
19 Nov. 2019,4.7759,0.003,0.06%
18 Nov. 2019,4.7729,0.0062,0.13%
15 Nov. 2019,4.7667,-0.0002,0.00%
14 Nov. 2019,4.7669,0.0034,0.07%
13 Nov. 2019,4.7635,0.0016,0.03%
12 Nov. 2019,4.7619,-0.0008,-0.02%
11 Nov. 2019,4.7627,0.0012,0.03%
8 Nov. 2019,4.7615,0.0018,0.04%
7 Nov. 2019,4.7597,-0.0029,-0.06%
6 Nov. 2019,4.7626,0.0086,0.18%
5 Nov. 2019,4.754,-0.001,-0.02%
4 Nov. 2019,4.755,0.0005,0.01%
1 Nov. 2019,4.7545,-0.0031,-0.07%
31 Oct. 2019,4.7576,0.0004,0.01%
30 Oct. 2019,4.7572,0.0005,0.01%
29 Oct. 2019,4.7567,-0.0002,0.00%
28 Oct. 2019,4.7569,0.0006,0.01%
25 Oct. 2019,4.7563,0.0035,0.07%
24 Oct. 2019,4.7528,-0.0072,-0.15%
23 Oct. 2019,4.76,-0.0001,0.00%
22 Oct. 2019,4.7601,0.0009,0.02%
21 Oct. 2019,4.7592,0.0036,0.08%
18 Oct. 2019,4.7556,0.0006,0.01%
17 Oct. 2019,4.755,0.0013,0.03%
16 Oct. 2019,4.7537,0.0013,0.03%
15 Oct. 2019,4.7524,-0.0012,-0.03%
14 Oct. 2019,4.7536,-0.0046,-0.10%
11 Oct. 2019,4.7582,0.0084,0.18%
10 Oct. 2019,4.7498,-0.0004,-0.01%
9 Oct. 2019,4.7502,0.0023,0.05%
8 Oct. 2019,4.7479,0.0007,0.01%
7 Oct. 2019,4.7472,-0.0011,-0.02%
4 Oct. 2019,4.7483,0,0%
3 Oct. 2019,4.7483,-0.0016,-0.03%
2 Oct. 2019,4.7499,-0.0013,-0.03%
1 Oct. 2019,4.7512,0.0001,0.00%
30 Sept. 2019,4.7511,0.0006,0.01%
27 Sept. 2019,4.7505,0.0045,0.09%
26 Sept. 2019,4.746,0.0021,0.04%
25 Sept. 2019,4.7439,-0.0046,-0.10%
24 Sept. 2019,4.7485,-0.0006,-0.01%
23 Sept. 2019,4.7491,0.0059,0.12%
20 Sept. 2019,4.7432,0.0017,0.04%
19 Sept. 2019,4.7415,0.0061,0.13%
18 Sept. 2019,4.7354,0.0002,0.00%
17 Sept. 2019,4.7352,0.0012,0.03%
16 Sept. 2019,4.734,-0.0014,-0.03%
13 Sept. 2019,4.7354,-0.0009,-0.02%
12 Sept. 2019,4.7363,0.0023,0.05%
11 Sept. 2019,4.734,0.0022,0.05%
10 Sept. 2019,4.7318,-0.0002,0.00%
9 Sept. 2019,4.732,-0.0012,-0.03%
6 Sept. 2019,4.7332,0.0032,0.07%
5 Sept. 2019,4.73,0.0028,0.06%
4 Sept. 2019,4.7272,-0.0001,0.00%
3 Sept. 2019,4.7273,0.0043,0.09%
2 Sept. 2019,4.723,-0.0064,-0.14%
30 Aug. 2019,4.7294,0.0017,0.04%
29 Aug. 2019,4.7277,-0.0028,-0.06%
28 Aug. 2019,4.7305,-0.0017,-0.04%
27 Aug. 2019,4.7322,0.0071,0.15%
